timestamp,segment_id,speed_kmh,ambient_temp_c,target_speed_15m,speed_lag_5m,speed_lag_10m,speed_lag_15m,speed_lag_30m,speed_lag_60m,speed_roll_mean_30m,speed_roll_std_30m,speed_roll_mean_60m,speed_roll_min_60m,speed_roll_max_60m,sin_hour,cos_hour,day_of_week,is_weekend,is_peak_hour
2026-09-01 01:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,46.91,16.2,47.51,44.17,49.1,43.61,44.71,45.85,46.05833333333334,2.3409520855127814,47.19,43.61,52.0,0.46174861323503397,0.8870108331782217,1,0,0
2026-09-01 01:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,49.55,16.2,41.4,46.91,44.17,49.1,48.66,50.78,46.425000000000004,2.2583600244425104,47.278333333333336,43.61,52.0,0.48098876891938763,0.8767267557075077,1,0,0
2026-09-01 02:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.88,16.1,44.85,49.55,46.91,44.17,46.1,45.0,46.57333333333333,2.4551714128888524,47.17583333333332,43.61,52.0,0.49999999999999994,0.8660254037844387,1,0,0
2026-09-01 02:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.51,16.5,45.54,48.88,49.55,46.91,43.61,48.36,47.03666666666667,2.6056835315645386,47.49916666666667,43.61,52.0,0.5187732581605214,0.8549118706729466,1,0,0
2026-09-01 02:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,41.4,15.8,43.47,47.51,48.88,49.55,49.1,47.94,47.68666666666667,1.994739749106796,47.42833333333334,43.61,52.0,0.5372996083468238,0.8433914458128857,1,0,0
2026-09-01 02:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,44.85,15.5,40.61,41.4,47.51,48.88,44.17,52.0,46.40333333333333,3.0834374757187235,46.88333333333333,41.4,52.0,0.5555702330196022,0.8314696123025452,1,0,0
2026-09-01 02:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.54,17.2,47.07,44.85,41.4,47.51,46.91,44.71,46.51666666666667,2.9961953652368285,46.2875,41.4,49.55,0.5735764363510462,0.8191520442889918,1,0,0
2026-09-01 02:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,43.47,16.8,48.99,45.54,44.85,41.4,49.55,48.66,46.288333333333334,3.0123838843458604,46.35666666666666,41.4,49.55,0.5913096483635824,0.8064446042674827,1,0,0
2026-09-01 02:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,40.61,15.8,45.28,43.47,45.54,44.85,48.88,46.1,45.275,2.7024340880028874,45.92416666666667,41.4,49.55,0.6087614290087207,0.7933533402912352,1,0,0
2026-09-01 02:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.07,16.6,49.5,40.61,43.47,45.54,47.51,43.61,43.89666666666667,2.603195472235361,45.46666666666666,40.61,49.55,0.6259234721840591,0.7798844830928818,1,0,0
2026-09-01 02:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.99,16.8,42.04,47.07,40.61,43.47,41.4,49.1,43.82333333333333,2.4845415405395594,45.755,40.61,49.55,0.6427876096865393,0.766044443118978,1,0,0
2026-09-01 02:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.28,15.8,43.28,48.99,47.07,40.61,44.85,44.17,45.08833333333333,2.901216411553377,45.74583333333334,40.61,49.55,0.6593458151000688,0.7518398074789774,1,0,0
2026-09-01 02:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,49.5,16.0,47.0,45.28,48.99,47.07,45.54,46.91,45.160000000000004,2.8994620190649134,45.83833333333333,40.61,49.55,0.6755902076156602,0.7372773368101241,1,0,0
2026-09-01 02:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,42.04,15.3,45.0,49.5,45.28,48.99,43.47,49.55,45.81999999999999,3.4091641204259986,46.05416666666667,40.61,49.55,0.6915130557822694,0.7223639620597556,1,0,0
2026-09-01 03:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,43.28,16.7,48.69,42.04,49.5,45.28,40.61,48.88,45.58166666666667,3.6479332047978406,45.428333333333335,40.61,49.5,0.7071067811865476,0.7071067811865476,1,0,0
2026-09-01 03:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.0,16.9,48.1,43.28,42.04,49.5,47.07,47.51,46.02666666666667,3.0308128722616043,44.961666666666666,40.61,49.5,0.7223639620597555,0.6915130557822694,1,0,0
2026-09-01 03:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.0,16.5,45.23,47.0,43.28,42.04,48.99,41.4,46.01500000000001,3.0261245843487625,44.91916666666666,40.61,49.5,0.737277336810124,0.6755902076156602,1,0,0
2026-09-01 03:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.69,16.2,42.31,45.0,47.0,43.28,45.28,44.85,45.35,2.6575703189191375,45.219166666666666,40.61,49.5,0.7518398074789774,0.6593458151000688,1,0,0
2026-09-01 03:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.1,16.0,44.86,48.69,45.0,47.0,49.5,45.54,45.91833333333333,2.9841609652742638,45.53916666666667,40.61,49.5,0.766044443118978,0.6427876096865394,1,0,0
2026-09-01 03:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.23,16.2,48.18,48.1,48.69,45.0,42.04,43.47,45.685,2.6881499214143476,45.7525,40.61,49.5,0.7798844830928817,0.6259234721840591,1,0,0
2026-09-01 03:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,42.31,17.0,48.83,45.23,48.1,48.69,43.28,40.61,46.21666666666667,2.0666752687992926,45.899166666666666,40.61,49.5,0.7933533402912352,0.6087614290087207,1,0,0
2026-09-01 03:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,44.86,16.7,45.02,42.31,45.23,48.1,47.0,47.07,46.055,2.3595317332046966,46.04083333333333,42.04,49.5,0.8064446042674825,0.5913096483635825,1,0,0
2026-09-01 03:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.18,17.1,40.59,44.86,42.31,45.23,45.0,48.99,45.69833333333333,2.349837583039863,45.85666666666666,42.04,49.5,0.8191520442889917,0.5735764363510462,1,0,0
2026-09-01 03:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.83,16.7,41.87,48.18,44.86,42.31,48.69,45.28,46.22833333333333,2.5137336109195485,45.78916666666667,42.04,49.5,0.8314696123025451,0.5555702330196024,1,0,0
2026-09-01 03:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.02,16.8,47.9,48.83,48.18,44.86,48.1,49.5,46.251666666666665,2.541648415235009,46.085,42.04,49.5,0.8433914458128856,0.5372996083468239,1,0,0
2026-09-01 03:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,40.59,15.8,45.18,45.02,48.83,48.18,45.23,42.04,45.73833333333334,2.400811668304413,45.71166666666667,42.04,48.83,0.8549118706729466,0.5187732581605216,1,0,0
2026-09-01 04:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,41.87,16.3,45.25,40.59,45.02,48.83,42.31,43.28,44.965,3.208680414126645,45.590833333333336,40.59,48.83,0.8660254037844386,0.5000000000000001,1,0,0
2026-09-01 04:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.9,16.4,43.23,41.87,40.59,45.02,44.86,47.0,44.89166666666667,3.2856014162808327,45.47333333333333,40.59,48.83,0.8767267557075077,0.48098876891938774,1,0,0
2026-09-01 04:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.18,18.3,43.17,47.9,41.87,40.59,48.18,45.0,45.39833333333333,3.506698827482426,45.548333333333325,40.59,48.83,0.8870108331782217,0.46174861323503386,1,0,0
2026-09-01 04:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.25,17.9,49.44,45.18,47.9,41.87,48.83,48.69,44.89833333333333,3.2340279322644405,45.56333333333333,40.59,48.83,0.8968727415326884,0.44228869021900125,1,0,0
2026-09-01 04:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,43.23,17.3,48.02,45.25,45.18,47.9,45.02,48.1,44.30166666666667,2.6391014885120665,45.276666666666664,40.59,48.83,0.9063077870366498,0.4226182617406996,1,0,0
2026-09-01 04:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,43.17,17.3,44.42,43.23,45.25,45.18,40.59,45.23,44.00333333333333,2.642829292002532,44.87083333333334,40.59,48.83,0.9153114791194471,0.40274668985873724,1,0,0
2026-09-01 04:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,49.44,16.3,46.75,43.17,43.23,45.25,41.87,42.31,44.43333333333334,2.1380801356980546,44.69916666666666,40.59,48.83,0.9238795325112867,0.38268343236508984,1,0,0
2026-09-01 04:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.02,18.0,47.31,49.44,43.17,43.23,47.9,44.86,45.695,2.5219892941882094,45.29333333333333,40.59,49.44,0.9320078692827984,0.3624380382837017,1,0,0
2026-09-01 04:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,44.42,16.7,52.0,48.02,49.44,43.17,45.18,48.18,45.714999999999996,2.5433580164813505,45.556666666666665,40.59,49.44,0.9396926207859084,0.3420201433256686,1,0,0
2026-09-01 04:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,46.75,17.6,42.92,44.42,48.02,49.44,45.25,48.83,45.58833333333333,2.593757248985844,45.24333333333334,40.59,49.44,0.9469301294951056,0.3214394653031617,1,0,0
2026-09-01 04:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.31,18.1,47.27,46.75,44.42,48.02,43.23,45.02,45.83833333333333,2.6267045259538837,45.07,40.59,49.44,0.9537169507482268,0.3007057995042733,1,0,0
2026-09-01 04:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,52.0,18.0,49.42,47.31,46.75,44.42,43.17,40.59,46.51833333333334,2.32748290362499,45.26083333333333,40.59,49.44,0.9600498543859287,0.27982901403099203,1,0,0
2026-09-01 05:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,42.92,18.5,51.62,52.0,47.31,46.75,49.44,41.87,47.99,2.566257976120087,46.211666666666666,41.87,52.0,0.9659258262890683,0.25881904510252074,1,0,0
2026-09-01 05:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.27,19.6,44.26,42.92,52.0,47.31,48.02,47.9,46.903333333333336,3.144701363669787,46.29916666666666,42.92,52.0,0.9713420698132614,0.2376858923261731,1,0,0
2026-09-01 05:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,49.42,18.9,45.14,47.27,42.92,52.0,44.42,45.18,46.778333333333336,3.1061063514739184,46.24666666666667,42.92,52.0,0.9762960071199334,0.2164396139381029,1,0,0
2026-09-01 05:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,51.62,17.8,48.72,49.42,47.27,42.92,46.75,45.25,47.61166666666667,3.016271981547193,46.6,42.92,52.0,0.9807852804032304,0.19509032201612833,1,0,0
2026-09-01 05:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,44.26,18.1,41.35,51.62,49.42,47.27,47.31,43.23,48.423333333333325,3.372267288734187,47.13083333333333,42.92,52.0,0.984807753012208,0.17364817766693041,1,0,0
2026-09-01 05:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,45.14,17.9,47.6,44.26,51.62,49.42,52.0,43.17,47.915,3.779003836991961,47.21666666666667,42.92,52.0,0.9883615104677607,0.1521233861899168,1,0,0
2026-09-01 05:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,48.72,19.0,52.0,45.14,44.26,51.62,42.92,49.44,46.77166666666667,3.303770068674064,47.380833333333335,42.92,52.0,0.9914448613738104,0.1305261922200517,1,0,0
2026-09-01 05:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,41.35,18.5,47.95,48.72,45.14,44.26,47.27,48.02,47.73833333333334,2.7542143465363456,47.320833333333326,42.92,52.0,0.9940563382223196,0.10886687485196474,1,0,0
2026-09-01 05:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.6,20.1,39.04,41.35,48.72,45.14,49.42,44.42,46.751666666666665,3.8125813652519764,46.76499999999999,41.35,52.0,0.9961946980917455,0.08715574274765814,1,0,0
2026-09-01 05:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,52.0,21.9,34.15,47.6,41.35,48.72,51.62,46.75,46.44833333333333,3.6256443105559346,47.03,41.35,52.0,0.9978589232386035,0.06540312923014327,1,0,0
2026-09-01 05:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,47.95,18.9,34.86,52.0,47.6,41.35,44.26,47.31,46.51166666666666,3.735700291333156,47.4675,41.35,52.0,0.9990482215818578,0.04361938736533601,1,0,0
2026-09-01 05:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,39.04,20.1,40.73,47.95,52.0,47.6,45.14,52.0,47.126666666666665,3.5918444658234616,47.520833333333336,41.35,52.0,0.9997620270799091,0.021814885034560937,1,0,0
2026-09-01 06:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,34.15,19.7,36.44,39.04,47.95,52.0,48.72,42.92,46.10999999999999,4.893922761956912,46.44083333333333,39.04,52.0,1.0,6.123233995736766e-17,1,0,0
2026-09-01 06:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,34.86,20.0,31.14,34.15,39.04,47.95,41.35,47.27,43.681666666666665,6.642305071785445,45.71,34.15,52.0,0.9997620270799091,-0.02181488503456081,1,0,0
2026-09-01 06:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,40.73,20.4,36.81,34.86,34.15,39.04,47.6,49.42,42.6,7.562621238697596,44.67583333333334,34.15,52.0,0.9990482215818578,-0.04361938736533589,1,0,0
2026-09-01 06:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,36.44,19.6,37.46,40.73,34.86,34.15,52.0,51.62,41.455000000000005,7.163755300120178,43.95166666666666,34.15,52.0,0.9978589232386035,-0.06540312923014314,1,0,0
2026-09-01 06:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,31.14,20.2,35.25,36.44,40.73,34.86,47.95,44.26,38.86166666666667,5.102898849346967,42.68666666666667,34.15,52.0,0.9961946980917455,-0.08715574274765801,1,0,0
2026-09-01 06:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,36.81,22.2,33.62,31.14,36.44,40.73,39.04,45.14,36.059999999999995,3.4678004556202335,41.593333333333334,31.14,52.0,0.9940563382223196,-0.10886687485196461,1,0,0
2026-09-01 06:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,37.46,21.7,44.45,36.81,31.14,36.44,34.15,48.72,35.68833333333333,3.193164052576466,40.899166666666666,31.14,52.0,0.9914448613738104,-0.1305261922200516,1,0,0
2026-09-01 06:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,35.25,20.2,39.93,37.46,36.81,31.14,34.86,41.35,36.24,3.1599936708797234,39.96083333333333,31.14,52.0,0.9883615104677607,-0.1521233861899167,1,0,0
2026-09-01 06:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,33.62,20.7,40.26,35.25,37.46,36.81,40.73,47.6,36.305,3.12979711802537,39.45249999999999,31.14,52.0,0.984807753012208,-0.1736481776669303,1,0,0
2026-09-01 06:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,44.45,20.8,36.45,33.62,35.25,37.46,36.44,52.0,35.120000000000005,2.374085086933464,38.2875,31.14,52.0,0.9807852804032304,-0.1950903220161282,1,0,0
2026-09-01 06:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,39.93,20.9,34.71,44.45,33.62,35.25,31.14,47.95,36.455000000000005,4.534193423311354,37.65833333333333,31.14,47.95,0.9762960071199334,-0.2164396139381028,1,0,0
2026-09-01 06:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,40.26,22.1,35.41,39.93,44.45,33.62,36.81,39.04,37.92,3.8404062285128115,36.99,31.14,44.45,0.9713420698132614,-0.23768589232617318,1,0,0
2026-09-01 07:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,36.45,21.9,32.53,40.26,39.93,44.45,37.46,34.15,38.495,3.8988036626637186,37.09166666666667,31.14,44.45,0.9659258262890683,-0.25881904510252063,1,0,0
2026-09-01 07:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,34.71,22.5,42.53,36.45,40.26,39.93,35.25,34.86,38.32666666666666,3.9735156557721876,37.28333333333334,31.14,44.45,0.9600498543859287,-0.2798290140309919,1,0,0
2026-09-01 07:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,35.41,21.3,36.58,34.71,36.45,40.26,33.62,40.73,38.236666666666665,4.062263736719549,37.270833333333336,31.14,44.45,0.9537169507482269,-0.30070579950427295,1,0,0
2026-09-01 07:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,32.53,22.6,41.57,35.41,34.71,36.45,44.45,36.44,38.535000000000004,3.7054648831152113,36.8275,31.14,44.45,0.9469301294951057,-0.3214394653031616,1,0,0
2026-09-01 07:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,42.53,22.7,35.56,32.53,35.41,34.71,39.93,31.14,36.54833333333333,3.0346032140407635,36.501666666666665,31.14,44.45,0.9396926207859084,-0.3420201433256685,1,0,0
2026-09-01 07:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,36.58,23.0,38.5,42.53,32.53,35.41,40.26,36.81,36.98166666666666,3.7218834837574595,37.450833333333335,32.53,44.45,0.9320078692827986,-0.3624380382837016,1,0,0
2026-09-01 07:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,41.57,23.1,37.64,36.58,42.53,32.53,36.45,37.46,36.36833333333333,3.359133320763933,37.431666666666665,32.53,44.45,0.9238795325112868,-0.3826834323650895,1,0,0
2026-09-01 07:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,35.56,24.0,32.21,41.57,36.58,42.53,34.71,35.25,37.221666666666664,3.977448512132692,37.774166666666666,32.53,44.45,0.9153114791194472,-0.40274668985873713,1,0,0
2026-09-01 07:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,38.5,24.5,43.03,35.56,41.57,36.58,35.41,33.62,37.36333333333334,3.8841404025429576,37.800000000000004,32.53,44.45,0.90630778703665,-0.42261826174069933,1,0,0
2026-09-01 07:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,37.64,22.5,35.66,38.5,35.56,41.57,32.53,44.45,37.87833333333334,3.7767150629437998,38.20666666666667,32.53,44.45,0.8968727415326884,-0.44228869021900113,1,0,0
2026-09-01 07:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,32.21,25.0,33.13,37.64,38.5,35.56,42.53,39.93,38.73,2.771930735065355,37.63916666666666,32.53,42.53,0.8870108331782218,-0.4617486132350338,1,0,0
2026-09-01 07:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,43.03,23.7,39.25,32.21,37.64,38.5,36.58,40.26,37.01,3.1221146679774403,36.99583333333334,32.21,42.53,0.8767267557075076,-0.48098876891938785,1,0,0
2026-09-01 08:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,35.66,25.2,36.98,43.03,32.21,37.64,41.57,36.45,38.085,3.9461310165781267,37.22666666666667,32.21,43.03,0.8660254037844387,-0.4999999999999998,1,0,0
2026-09-01 08:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,33.13,23.5,38.18,35.66,43.03,32.21,35.56,34.71,37.1,3.6269491311569135,37.160833333333336,32.21,43.03,0.8549118706729465,-0.5187732581605216,1,0,0
2026-09-01 08:10:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,39.25,24.0,37.32,33.13,35.66,43.03,38.5,35.41,36.695,3.954211678704098,37.02916666666667,32.21,43.03,0.8433914458128858,-0.5372996083468236,1,0,0
2026-09-01 08:15:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,36.98,24.4,21.32,39.25,33.13,35.66,37.64,32.53,36.82,4.033737720774602,37.34916666666667,32.21,43.03,0.8314696123025451,-0.5555702330196023,1,0,0
2026-09-01 08:20:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,38.18,25.8,25.55,36.98,39.25,33.13,32.21,42.53,36.71,4.015863543498444,37.72,32.21,43.03,0.8191520442889917,-0.5735764363510462,1,0,0
2026-09-01 08:25:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,37.32,25.4,25.43,38.18,36.98,39.25,43.03,36.58,37.705000000000005,3.364715441162877,37.357499999999995,32.21,43.03,0.8064446042674828,-0.5913096483635821,1,0,0
2026-09-01 08:30:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,21.32,25.0,31.71,37.32,38.18,36.98,35.66,41.57,36.75333333333334,2.1431347756654353,37.41916666666666,32.21,43.03,0.7933533402912352,-0.6087614290087207,1,0,1
2026-09-01 08:35:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,25.55,24.2,28.61,21.32,37.32,38.18,33.13,35.56,34.36333333333334,6.71840655711356,35.73166666666666,21.32,43.03,0.7798844830928817,-0.6259234721840591,1,0,1
2026-09-01 08:40:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,25.43,25.1,27.35,25.55,21.32,37.32,39.25,38.5,33.1,7.64542477564195,34.8975,21.32,43.03,0.7660444431189783,-0.642787609686539,1,0,1
2026-09-01 08:45:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,31.71,24.5,30.38,25.43,25.55,21.32,36.98,37.64,30.796666666666667,7.502492030430047,33.80833333333333,21.32,43.03,0.7518398074789774,-0.6593458151000688,1,0,1
2026-09-01 08:50:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,28.61,25.3,27.96,31.71,25.43,25.55,38.18,32.21,29.918333333333333,6.919663045746256,33.31416666666667,21.32,43.03,0.7372773368101241,-0.6755902076156602,1,0,1
2026-09-01 08:55:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,27.35,26.7,27.72,28.61,31.71,25.43,37.32,43.03,28.323333333333334,5.614287725675119,33.01416666666666,21.32,43.03,0.7223639620597556,-0.6915130557822693,1,0,1
2026-09-01 09:00:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,30.38,27.1,29.12,27.35,28.61,31.71,21.32,35.66,26.661666666666665,3.4940430258750763,31.7075,21.32,39.25,0.7071067811865476,-0.7071067811865475,1,0,1
2026-09-01 09:05:00+00:00,urn:ngsi-ld:RoadSegment:PUNE:SEG-NR-EB-01,27.96,25.7,28.82,30.38,27.35,28.61,25.55,33.13,28.171666666666667,2.5555306037428513,31.2675,21.32,39.25,0.6915130557822694,-0.7223639620597555,1,0,1
